Flag[P] (PUSH),Flag[S] (SYN),Flag[.] (ACK),Nombre total de trames,nb of request,nb of reply,nb of sequence,nb of acknowledgment,nb de window
1673,2046,6961,11016,42,42,8201,8768,10766
